,label,title,description
146,1,E-mail from Athens,"ATHENS, Greece  For people willing to devote an unfathomable \$1.5 billion to  quot;security quot; for the Olympic Games, the Greeks sure are careless. As in, they couldn #39;t care less. "
147,3,PluggedIn: Multifunction Devices Draw Back-To-School Crowd, SAN FRANCISCO (Reuters) - The consumer electronics gizmo  that offers many functions in a small package is what's  compelling back-to-school shoppers to open their wallets.
148,3,Briefly: Kinko's debuts Web-based print options,roundup Plus: Majoras takes charge of FTC...Business Objects to bundle IBM tools...Linux clusters gear up for simulated combat.
149,3,IBM Seeks Another SCO Dismissal,"The current motion is in addition to the request for a summary judgment IBM has been seeking since early July. If the initial request is granted, it could bring the case to a close without trial. Although summary judgment arguments ..."
150,0,"Papua New Guinea, the world's next AIDS frontier (AFP)","AFP - The old man lay unattended in the shack which served as a morgue for the General Hospital in Mount Hagen, a busy town in the restive highlands of central Papua New Guinea."
151,3, #39;One in 12 Emails Infected with Virus #39;,"The number of attempted attacks by computer viruses rocketed in the first half of the year, according to a report published today. "
152,3,Microsoft Delays SP2 Auto Update For Enterprises,"Although Monday was supposed to be the day when Microsoft began pushing Windows XP Service Pack 2 (SP2) to enterprises, it changed its mind at the last minute and delayed the automatic updating for more than a ..."
153,1,Kobe win on sex life of accuser,Prosecutors in the Kobe Bryant case suffered yet another setback yesterday when a court shot down their last-ditch attempt to keep the accuser #39;s sex life out of the looming trial. 
154,2,Last Call for Investors to Bid on Google,"NEW YORK (Reuters) - Time is running out for prospective investors to submit their offers to buy shares of Google Inc. (GOOG.O: Quote, Profile, Research) , the Web #39;s No. 1 search company. "
155,0,Burundi authorizes UN camp for Congolese refugees,"GENEVA, Aug. 17 (Xinhuanet) -- The government of Burundi has authorized the United Nations to set up a camp for newly-arrived Congolese refugees following the horrific attack on the Gatumba refugee camp in Burundi last Friday, UN officials said here ..."
156,2,Stocks up on positive consumer price report,"NEW YORK (AP) - A drop in consumer prices and a decline in crude oil futures Tuesday allowed investors to put aside worries about inflation, at least for the short term, and they sent stocks modestly higher. "
157,3,"Paradoxically, African Railroad Keeps Habitat Intact","Normally, transportation routes through wilderness are frowned on by conservationists. But a newly restored railroad in Madagascar is persuading locals not to slash and burn the surrounding landscape."
158,2,Restoration Hardware Names Tate COO,"Tate, who will also become executive vice president of the Corte Madera-based home furnishings chain, was most recently the operating chief at Krispy Kreme Doughnuts Inc. "
159,3,DOD Chooses Linux Clusters,Linux Networx has announced that two Department of Defense centers will be using Linux cluster supercomputers from the company to conduct battlefield simulations. The clusters are part of an initiative to modernize the DOD #39;s ...
160,2,"Ford, Magna face class-action suit","TORONTO (CP) -- Up to 400,000 Canadians might be driving Ford vehicles with faulty door latches that could lead to serious injury or death, according to a \$527-million class-action lawsuit commenced Tuesday against Ford Motor Co., Magna ..."
161,1,Japan Turns to 'Dream Team' to Restore Baseball Pride," ATHENS (Reuters) - Japan's own baseball ""Dream Team""  hammered arch-rivals Cuba 6-3 and set themselves up as  favorites for gold in the Athens Olympics Tuesday."
162,3,Analysts concerned about longer-than-expected G5 delays,"AUGUST 17, 2004 (MACCENTRAL) - Analysts from Prudential Equity Group and UBS have warned over the past two days that longer than expected G5 delays from IBM Corp. is the near-term  quot;key risk quot; for Apple Computer Inc. "
163,0,Thrilling Relay Win Gets Phelps Third Gold,"ATHENS, Greece - Now this was a duel in the pool. With Michael Phelps leading off Tuesday night, the United States bested its top rival in the most thrilling race of the Athens Games..."
164,2,SEC Leaves Google Waiting on IPO Go Ahead," NEW YORK/WASHINGTON (Reuters) - U.S. securities regulators  on Tuesday did not give Google Inc. the green light it needs to  price its initial public offering, extending the wait for its  highly anticipated market debut."
165,1,Hoops Team Rebounds,The Americans survive a poor shooting night to beat Greece 77-71 at the men's Olympic basketball tournament on Tuesday.
166,0,Annan urges Myanmar to free Suu Kyi,NEW YORK  UN Secretary General Kofi Annan on Tuesday raised doubts about Myanmar #39;s resolve to implement a road map for democracy and urged the nation #39;s military leaders to immediately release pro-democracy leader Aung San Suu Kyi. 
167,2,"NZ PRESS: NGC Seeks LPG, Network Businesses To Grow","WELLINGTON (Dow Jones)--NGC Holdings (NGC.NZ), a New Zealand-based gas distribution and metering concern, is seeking liquified petroleum gas and electricity network businesses in its quest for growth, the Dominion Post reported on its Web site Wednesday. "
168,1,Australia Salvages Late Draw with U.S. Women in Soccer," ATHENS (Reuters) - Australia's ""Matildas"" salvaged a 1-1  draw against the United States at the Athens Olympics on  Tuesday to join the Americans in the last eight of the women's  soccer tournament."
169,2,Google Stock Sale Delayed as SEC Doesn #39;t Act on IPO (Update1),Aug. 17 (Bloomberg) -- Google Inc. #39;s plan to sell shares today in an initial public offering was delayed because the US Securities and Exchange Commission didn #39;t act on the company #39;s request to approve its stock registration. 
170,1,Stricken Washington Guard to Return (AP),"AP - Twenty months after her teammates helped save her life when her heart stopped, Kayla Burt said Tuesday she plans to again play basketball for Washington in the 2004-05 season."
171,2,IBM to buy Danish firms,International Business Machines said Tuesday it would buy two Danish competitors to add consulting services for shipping and logistics companies. 
172,0,President OKs More Colombia Assistance (AP),AP - President Bush said Tuesday the U.S. government will continue to assist Colombia in interdicting aircraft suspected of drug trafficking.
173,0,N.Y. Welcomes Protesters With Discounts (AP),AP - Discounted hotels and Broadway show tickets for convention protesters?
174,2,US CREDIT-Halliburton jostled by Army audit back-and-forth,"NEW YORK, Aug 17 (Reuters) - In an otherwise listless credit market, Halliburton has created some drama with its ongoing saga with the Army over its accounting for \$1.8 billion of work in Iraq and Kuwait. "
175,0,UN claims lack of military observers in Darfur region,"KHARTOUM, Aug 18, 2004 (Financial Times) -- The number of military observers deployed in the Darfur region of Sudan is not sufficient to monitor whether the Sudanese government fulfils its pledges to the United Nations, a senior UN ..."
176,3,Hiking With Dogs Has Health Benefits,People who love to hike find taking along a four-legged companion can have physical benefits for both ends of the leash. Studies show people are more successful at losing weight when they do it with a friend. What better friend than a dog to provide company and keep a person on track.
177,3,Netscape browser update released,"SAN FRANCISCO - After being written off by industry observers last year, America Online Inc. #39;s browser unit showed signs of life Tuesday as it released an update to its Netscape Web browser. "
178,3,Faster Wireless Networking Protocol Proposed,"The WWiSE proposal builds on the existing and globally adopted 20MHz channel format of the tens of millions of Wi-Fi devices already in use. Its proposal is a second, competing standard that seeks to speed up wireless networks with ..."
179,0,Powell calls Russian FM over Georgian conflict,"WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday. "
180,3,Benefits Seen in Earth Observation Data (AP),"AP - Scientists are planning to take the pulse of the planet  #151; and more  #151; in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be abundant."
